Day-Date,PartyID,PartySht,Party,Party Votes,Party Seats,Total Seats,Party Votes %,Candidate Seats
23rd 20:08,14 , IP , Internet Party , 173 , 0 , 0 , 0.0 , 0
23rd 20:11,6 , NAT , National Party , 375470 , 16 , 57 , 46.2 , 41
23rd 20:11,5 , LAB , Labour Party , 294267 , 16 , 45 , 36.2 , 29
23rd 20:11,7 , NZF , New Zealand First Party , 57204 , 9 , 9 , 7.0 , 0
23rd 20:11,4 , GP , Green Party , 50196 , 8 , 8 , 6.2 , 0
23rd 20:11,28 , TOP , The Opportunities Party (TOP) , 15960 , 0 , 0 , 2.0 , 0
23rd 20:11,10 , MAOR , Māori Party , 8835 , 0 , 0 , 1.1 , 0
23rd 20:11,1 , ACT , ACT New Zealand , 3824 , 0 , 1 , 0.5 , 1
23rd 20:11,12 , CNSP , Conservative , 1822 , 0 , 0 , 0.2 , 0
23rd 20:11,3 , ALCP , Aotearoa Legalise Cannabis Party , 1681 , 0 , 0 , 0.2 , 0
23rd 20:11,11 , MANA , MANA , 1081 , 0 , 0 , 0.1 , 0
23rd 20:11,29 , NZPP , New Zealand People's Party , 694 , 0 , 0 , 0.1 , 0
23rd 20:11,18 , BAN , Ban1080 , 672 , 0 , 0 , 0.1 , 0
23rd 20:11,9 , UFNZ , United Future , 519 , 0 , 0 , 0.1 , 0
23rd 20:11,27 , NZOP , NZ Outdoors Party , 379 , 0 , 0 , 0.0 , 0
23rd 20:11,8 , NZDSC , Democrats for Social Credit , 270 , 0 , 0 , 0.0 , 0
23rd 20:11,14 , IP , Internet Party , 182 , 0 , 0 , 0.0 , 0
23rd 20:13,6 , NAT , National Party , 379417 , 17 , 57 , 46.1 , 40
23rd 20:13,5 , LAB , Labour Party , 298116 , 15 , 45 , 36.2 , 30
23rd 20:13,7 , NZF , New Zealand First Party , 58090 , 9 , 9 , 7.1 , 0
23rd 20:13,4 , GP , Green Party , 50734 , 8 , 8 , 6.2 , 0
23rd 20:13,28 , TOP , The Opportunities Party (TOP) , 16101 , 0 , 0 , 2.0 , 0
23rd 20:13,10 , MAOR , Māori Party , 8902 , 0 , 0 , 1.1 , 0
23rd 20:13,1 , ACT , ACT New Zealand , 3854 , 0 , 1 , 0.5 , 1
23rd 20:13,12 , CNSP , Conservative , 1846 , 0 , 0 , 0.2 , 0
23rd 20:13,3 , ALCP , Aotearoa Legalise Cannabis Party , 1700 , 0 , 0 , 0.2 , 0
23rd 20:13,11 , MANA , MANA , 1090 , 0 , 0 , 0.1 , 0
23rd 20:13,29 , NZPP , New Zealand People's Party , 697 , 0 , 0 , 0.1 , 0
23rd 20:13,18 , BAN , Ban1080 , 681 , 0 , 0 , 0.1 , 0
23rd 20:13,9 , UFNZ , United Future , 525 , 0 , 0 , 0.1 , 0
23rd 20:13,27 , NZOP , NZ Outdoors Party , 383 , 0 , 0 , 0.0 , 0
23rd 20:13,8 , NZDSC , Democrats for Social Credit , 276 , 0 , 0 , 0.0 , 0
23rd 20:13,14 , IP , Internet Party , 186 , 0 , 0 , 0.0 , 0
23rd 20:14,6 , NAT , National Party , 382113 , 17 , 57 , 46.2 , 40
23rd 20:14,5 , LAB , Labour Party , 299189 , 15 , 45 , 36.2 , 30
23rd 20:14,7 , NZF , New Zealand First Party , 58487 , 9 , 9 , 7.1 , 0
23rd 20:14,4 , GP , Green Party , 50923 , 8 , 8 , 6.2 , 0
23rd 20:14,28 , TOP , The Opportunities Party (TOP) , 16222 , 0 , 0 , 2.0 , 0
23rd 20:14,10 , MAOR , Māori Party , 8979 , 0 , 0 , 1.1 , 0
23rd 20:14,1 , ACT , ACT New Zealand , 3871 , 0 , 1 , 0.5 , 1
23rd 20:14,12 , CNSP , Conservative , 1861 , 0 , 0 , 0.2 , 0
23rd 20:14,3 , ALCP , Aotearoa Legalise Cannabis Party , 1719 , 0 , 0 , 0.2 , 0
23rd 20:14,11 , MANA , MANA , 1095 , 0 , 0 , 0.1 , 0
23rd 20:14,29 , NZPP , New Zealand People's Party , 698 , 0 , 0 , 0.1 , 0
23rd 20:14,18 , BAN , Ban1080 , 684 , 0 , 0 , 0.1 , 0
23rd 20:14,9 , UFNZ , United Future , 530 , 0 , 0 , 0.1 , 0
23rd 20:14,27 , NZOP , NZ Outdoors Party , 386 , 0 , 0 , 0.0 , 0
23rd 20:14,8 , NZDSC , Democrats for Social Credit , 276 , 0 , 0 , 0.0 , 0
23rd 20:14,14 , IP , Internet Party , 186 , 0 , 0 , 0.0 , 0
23rd 20:15,6 , NAT , National Party , 385079 , 17 , 57 , 46.2 , 40
23rd 20:15,5 , LAB , Labour Party , 301536 , 15 , 45 , 36.2 , 30
23rd 20:15,7 , NZF , New Zealand First Party , 58939 , 9 , 9 , 7.1 , 0
23rd 20:15,4 , GP , Green Party , 51221 , 8 , 8 , 6.1 , 0
23rd 20:15,28 , TOP , The Opportunities Party (TOP) , 16315 , 0 , 0 , 2.0 , 0
23rd 20:15,10 , MAOR , Māori Party , 9023 , 0 , 0 , 1.1 , 0
23rd 20:15,1 , ACT , ACT New Zealand , 3890 , 0 , 1 , 0.5 , 1
23rd 20:15,12 , CNSP , Conservative , 1879 , 0 , 0 , 0.2 , 0
23rd 20:15,3 , ALCP , Aotearoa Legalise Cannabis Party , 1739 , 0 , 0 , 0.2 , 0
23rd 20:15,11 , MANA , MANA , 1110 , 0 , 0 , 0.1 , 0
23rd 20:15,29 , NZPP , New Zealand People's Party , 714 , 0 , 0 , 0.1 , 0
23rd 20:15,18 , BAN , Ban1080 , 693 , 0 , 0 , 0.1 , 0
23rd 20:15,9 , UFNZ , United Future , 535 , 0 , 0 , 0.1 , 0
23rd 20:15,27 , NZOP , NZ Outdoors Party , 394 , 0 , 0 , 0.0 , 0
23rd 20:15,8 , NZDSC , Democrats for Social Credit , 277 , 0 , 0 , 0.0 , 0
23rd 20:15,14 , IP , Internet Party , 187 , 0 , 0 , 0.0 , 0
23rd 20:17,6 , NAT , National Party , 389854 , 17 , 57 , 46.2 , 40
23rd 20:17,5 , LAB , Labour Party , 304844 , 15 , 45 , 36.2 , 30
23rd 20:17,7 , NZF , New Zealand First Party , 59621 , 9 , 9 , 7.1 , 0
23rd 20:17,4 , GP , Green Party , 51803 , 8 , 8 , 6.1 , 0
23rd 20:17,28 , TOP , The Opportunities Party (TOP) , 16480 , 0 , 0 , 2.0 , 0
23rd 20:17,10 , MAOR , Māori Party , 9078 , 0 , 0 , 1.1 , 0
23rd 20:17,1 , ACT , ACT New Zealand , 3945 , 0 , 1 , 0.5 , 1
23rd 20:17,12 , CNSP , Conservative , 1912 , 0 , 0 , 0.2 , 0
23rd 20:17,3 , ALCP , Aotearoa Legalise Cannabis Party , 1748 , 0 , 0 , 0.2 , 0
23rd 20:17,11 , MANA , MANA , 1099 , 0 , 0 , 0.1 , 0
23rd 20:17,29 , NZPP , New Zealand People's Party , 713 , 0 , 0 , 0.1 , 0
23rd 20:17,18 , BAN , Ban1080 , 699 , 0 , 0 , 0.1 , 0
23rd 20:17,9 , UFNZ , United Future , 539 , 0 , 0 , 0.1 , 0
23rd 20:17,27 , NZOP , NZ Outdoors Party , 396 , 0 , 0 , 0.0 , 0
23rd 20:17,8 , NZDSC , Democrats for Social Credit , 279 , 0 , 0 , 0.0 , 0
23rd 20:17,14 , IP , Internet Party , 187 , 0 , 0 , 0.0 , 0
23rd 20:18,6 , NAT , National Party , 390784 , 17 , 57 , 46.2 , 40
23rd 20:18,5 , LAB , Labour Party , 305671 , 15 , 45 , 36.2 , 30
23rd 20:18,7 , NZF , New Zealand First Party , 59794 , 9 , 9 , 7.1 , 0
23rd 20:18,4 , GP , Green Party , 51989 , 8 , 8 , 6.1 , 0
23rd 20:18,28 , TOP , The Opportunities Party (TOP) , 16531 , 0 , 0 , 2.0 , 0
23rd 20:18,10 , MAOR , Māori Party , 9183 , 0 , 0 , 1.1 , 0
23rd 20:18,1 , ACT , ACT New Zealand , 3960 , 0 , 1 , 0.5 , 1
23rd 20:18,12 , CNSP , Conservative , 1921 , 0 , 0 , 0.2 , 0
23rd 20:18,3 , ALCP , Aotearoa Legalise Cannabis Party , 1757 , 0 , 0 , 0.2 , 0
23rd 20:18,11 , MANA , MANA , 1109 , 0 , 0 , 0.1 , 0
23rd 20:18,29 , NZPP , New Zealand People's Party , 715 , 0 , 0 , 0.1 , 0
23rd 20:18,18 , BAN , Ban1080 , 706 , 0 , 0 , 0.1 , 0
23rd 20:18,9 , UFNZ , United Future , 541 , 0 , 0 , 0.1 , 0
23rd 20:18,27 , NZOP , NZ Outdoors Party , 397 , 0 , 0 , 0.0 , 0
23rd 20:18,8 , NZDSC , Democrats for Social Credit , 280 , 0 , 0 , 0.0 , 0
23rd 20:18,14 , IP , Internet Party , 188 , 0 , 0 , 0.0 , 0
23rd 20:19,6 , NAT , National Party , 393703 , 17 , 57 , 46.2 , 40
23rd 20:19,5 , LAB , Labour Party , 307982 , 15 , 45 , 36.2 , 30
23rd 20:19,7 , NZF , New Zealand First Party , 60327 , 9 , 9 , 7.1 , 0
23rd 20:19,4 , GP , Green Party , 52282 , 8 , 8 , 6.1 , 0
23rd 20:19,28 , TOP , The Opportunities Party (TOP) , 16618 , 0 , 0 , 2.0 , 0
23rd 20:19,10 , MAOR , Māori Party , 9253 , 0 , 0 , 1.1 , 0
23rd 20:19,1 , ACT , ACT New Zealand , 3983 , 0 , 1 , 0.5 , 1
23rd 20:19,12 , CNSP , Conservative , 1940 , 0 , 0 , 0.2 , 0
23rd 20:19,3 , ALCP , Aotearoa Legalise Cannabis Party , 1774 , 0 , 0 , 0.2 , 0
23rd 20:19,11 , MANA , MANA , 1153 , 0 , 0 , 0.1 , 0
23rd 20:19,29 , NZPP , New Zealand People's Party , 723 , 0 , 0 , 0.1 , 0
23rd 20:19,18 , BAN , Ban1080 , 712 , 0 , 0 , 0.1 , 0
23rd 20:19,9 , UFNZ , United Future , 543 , 0 , 0 , 0.1 , 0
23rd 20:19,27 , NZOP , NZ Outdoors Party , 406 , 0 , 0 , 0.0 , 0
23rd 20:19,8 , NZDSC , Democrats for Social Credit , 280 , 0 , 0 , 0.0 , 0
23rd 20:19,14 , IP , Internet Party , 189 , 0 , 0 , 0.0 , 0
23rd 20:20,6 , NAT , National Party , 395654 , 17 , 57 , 46.2 , 40
23rd 20:20,5 , LAB , Labour Party , 309868 , 15 , 45 , 36.2 , 30
23rd 20:20,7 , NZF , New Zealand First Party , 60661 , 9 , 9 , 7.1 , 0
23rd 20:20,4 , GP , Green Party , 52716 , 8 , 8 , 6.2 , 0
23rd 20:20,28 , TOP , The Opportunities Party (TOP) , 16693 , 0 , 0 , 1.9 , 0
23rd 20:20,10 , MAOR , Māori Party , 9272 , 0 , 0 , 1.1 , 0
23rd 20:20,1 , ACT , ACT New Zealand , 3996 , 0 , 1 , 0.5 , 1
23rd 20:20,12 , CNSP , Conservative , 1951 , 0 , 0 , 0.2 , 0
23rd 20:20,3 , ALCP , Aotearoa Legalise Cannabis Party , 1784 , 0 , 0 , 0.2 , 0
23rd 20:20,11 , MANA , MANA , 1158 , 0 , 0 , 0.1 , 0
23rd 20:20,29 , NZPP , New Zealand People's Party , 725 , 0 , 0 , 0.1 , 0
23rd 20:20,18 , BAN , Ban1080 , 718 , 0 , 0 , 0.1 , 0
23rd 20:20,9 , UFNZ , United Future , 545 , 0 , 0 , 0.1 , 0
23rd 20:20,27 , NZOP , NZ Outdoors Party , 407 , 0 , 0 , 0.0 , 0
23rd 20:20,8 , NZDSC , Democrats for Social Credit , 282 , 0 , 0 , 0.0 , 0
23rd 20:20,14 , IP , Internet Party , 171 , 0 , 0 , 0.0 , 0
23rd 20:21,6 , NAT , National Party , 399168 , 17 , 57 , 46.2 , 40
23rd 20:21,5 , LAB , Labour Party , 311895 , 15 , 45 , 36.1 , 30
23rd 20:21,7 , NZF , New Zealand First Party , 61206 , 9 , 9 , 7.1 , 0
23rd 20:21,4 , GP , Green Party , 52925 , 8 , 8 , 6.1 , 0
23rd 20:21,28 , TOP , The Opportunities Party (TOP) , 16783 , 0 , 0 , 1.9 , 0
23rd 20:21,10 , MAOR , Māori Party , 9304 , 0 , 0 , 1.1 , 0
23rd 20:21,1 , ACT , ACT New Zealand , 4025 , 0 , 1 , 0.5 , 1
23rd 20:21,12 , CNSP , Conservative , 1971 , 0 , 0 , 0.2 , 0
23rd 20:21,3 , ALCP , Aotearoa Legalise Cannabis Party , 1795 , 0 , 0 , 0.2 , 0
23rd 20:21,11 , MANA , MANA , 1161 , 0 , 0 , 0.1 , 0
23rd 20:21,18 , BAN , Ban1080 , 731 , 0 , 0 , 0.1 , 0
23rd 20:21,29 , NZPP , New Zealand People's Party , 729 , 0 , 0 , 0.1 , 0
23rd 20:21,9 , UFNZ , United Future , 551 , 0 , 0 , 0.1 , 0
23rd 20:21,27 , NZOP , NZ Outdoors Party , 410 , 0 , 0 , 0.0 , 0
23rd 20:21,8 , NZDSC , Democrats for Social Credit , 287 , 0 , 0 , 0.0 , 0
23rd 20:21,14 , IP , Internet Party , 172 , 0 , 0 , 0.0 , 0
23rd 20:22,6 , NAT , National Party , 399168 , 17 , 57 , 46.2 , 40
23rd 20:22,5 , LAB , Labour Party , 311895 , 15 , 45 , 36.1 , 30
23rd 20:22,7 , NZF , New Zealand First Party , 61206 , 9 , 9 , 7.1 , 0
23rd 20:22,4 , GP , Green Party , 52925 , 8 , 8 , 6.1 , 0
23rd 20:22,28 , TOP , The Opportunities Party (TOP) , 16783 , 0 , 0 , 1.9 , 0
23rd 20:22,10 , MAOR , Māori Party , 9304 , 0 , 0 , 1.1 , 0
23rd 20:22,1 , ACT , ACT New Zealand , 4025 , 0 , 1 , 0.5 , 1
23rd 20:22,12 , CNSP , Conservative , 1971 , 0 , 0 , 0.2 , 0
23rd 20:22,3 , ALCP , Aotearoa Legalise Cannabis Party , 1795 , 0 , 0 , 0.2 , 0
23rd 20:22,11 , MANA , MANA , 1161 , 0 , 0 , 0.1 , 0
23rd 20:22,18 , BAN , Ban1080 , 731 , 0 , 0 , 0.1 , 0
23rd 20:22,29 , NZPP , New Zealand People's Party , 729 , 0 , 0 , 0.1 , 0
23rd 20:22,9 , UFNZ , United Future , 551 , 0 , 0 , 0.1 , 0
23rd 20:22,27 , NZOP , NZ Outdoors Party , 410 , 0 , 0 , 0.0 , 0
23rd 20:22,8 , NZDSC , Democrats for Social Credit , 287 , 0 , 0 , 0.0 , 0
23rd 20:22,14 , IP , Internet Party , 172 , 0 , 0 , 0.0 , 0
23rd 20:23,6 , NAT , National Party , 403033 , 17 , 57 , 46.2 , 40
23rd 20:23,5 , LAB , Labour Party , 315239 , 15 , 45 , 36.1 , 30
23rd 20:23,7 , NZF , New Zealand First Party , 61956 , 9 , 9 , 7.1 , 0
23rd 20:23,4 , GP , Green Party , 53545 , 8 , 8 , 6.1 , 0
23rd 20:23,28 , TOP , The Opportunities Party (TOP) , 16971 , 0 , 0 , 1.9 , 0
23rd 20:23,10 , MAOR , Māori Party , 9497 , 0 , 0 , 1.1 , 0
23rd 20:23,1 , ACT , ACT New Zealand , 4054 , 0 , 1 , 0.5 , 1
23rd 20:23,12 , CNSP , Conservative , 1992 , 0 , 0 , 0.2 , 0
23rd 20:23,3 , ALCP , Aotearoa Legalise Cannabis Party , 1814 , 0 , 0 , 0.2 , 0
23rd 20:23,11 , MANA , MANA , 1170 , 0 , 0 , 0.1 , 0
23rd 20:23,18 , BAN , Ban1080 , 748 , 0 , 0 , 0.1 , 0
23rd 20:23,29 , NZPP , New Zealand People's Party , 737 , 0 , 0 , 0.1 , 0
23rd 20:23,9 , UFNZ , United Future , 561 , 0 , 0 , 0.1 , 0
23rd 20:23,27 , NZOP , NZ Outdoors Party , 415 , 0 , 0 , 0.0 , 0
23rd 20:23,8 , NZDSC , Democrats for Social Credit , 292 , 0 , 0 , 0.0 , 0
23rd 20:23,14 , IP , Internet Party , 172 , 0 , 0 , 0.0 , 0
23rd 20:24,6 , NAT , National Party , 408101 , 17 , 57 , 46.2 , 40
23rd 20:24,5 , LAB , Labour Party , 319056 , 15 , 45 , 36.1 , 30
23rd 20:24,7 , NZF , New Zealand First Party , 62756 , 9 , 9 , 7.1 , 0
23rd 20:24,4 , GP , Green Party , 54237 , 8 , 8 , 6.1 , 0
23rd 20:24,28 , TOP , The Opportunities Party (TOP) , 17174 , 0 , 0 , 1.9 , 0
23rd 20:24,10 , MAOR , Māori Party , 9547 , 0 , 0 , 1.1 , 0
23rd 20:24,1 , ACT , ACT New Zealand , 4111 , 0 , 1 , 0.5 , 1
23rd 20:24,12 , CNSP , Conservative , 2013 , 0 , 0 , 0.2 , 0
23rd 20:24,3 , ALCP , Aotearoa Legalise Cannabis Party , 1839 , 0 , 0 , 0.2 , 0
23rd 20:24,11 , MANA , MANA , 1173 , 0 , 0 , 0.1 , 0
23rd 20:24,18 , BAN , Ban1080 , 758 , 0 , 0 , 0.1 , 0
23rd 20:24,29 , NZPP , New Zealand People's Party , 744 , 0 , 0 , 0.1 , 0
23rd 20:24,9 , UFNZ , United Future , 568 , 0 , 0 , 0.1 , 0
23rd 20:24,27 , NZOP , NZ Outdoors Party , 424 , 0 , 0 , 0.0 , 0
23rd 20:24,8 , NZDSC , Democrats for Social Credit , 292 , 0 , 0 , 0.0 , 0
23rd 20:24,14 , IP , Internet Party , 175 , 0 , 0 , 0.0 , 0
23rd 20:25,6 , NAT , National Party , 410566 , 17 , 57 , 46.2 , 40
23rd 20:25,5 , LAB , Labour Party , 321277 , 15 , 45 , 36.1 , 30
23rd 20:25,7 , NZF , New Zealand First Party , 63224 , 9 , 9 , 7.1 , 0
23rd 20:25,4 , GP , Green Party , 54723 , 8 , 8 , 6.2 , 0
23rd 20:25,28 , TOP , The Opportunities Party (TOP) , 17302 , 0 , 0 , 1.9 , 0
23rd 20:25,10 , MAOR , Māori Party , 9572 , 0 , 0 , 1.1 , 0
23rd 20:25,1 , ACT , ACT New Zealand , 4130 , 0 , 1 , 0.5 , 1
23rd 20:25,12 , CNSP , Conservative , 2023 , 0 , 0 , 0.2 , 0
23rd 20:25,3 , ALCP , Aotearoa Legalise Cannabis Party , 1849 , 0 , 0 , 0.2 , 0
23rd 20:25,11 , MANA , MANA , 1175 , 0 , 0 , 0.1 , 0
23rd 20:25,18 , BAN , Ban1080 , 766 , 0 , 0 , 0.1 , 0
23rd 20:25,29 , NZPP , New Zealand People's Party , 746 , 0 , 0 , 0.1 , 0
23rd 20:25,9 , UFNZ , United Future , 571 , 0 , 0 , 0.1 , 0
23rd 20:25,27 , NZOP , NZ Outdoors Party , 427 , 0 , 0 , 0.0 , 0
23rd 20:25,8 , NZDSC , Democrats for Social Credit , 293 , 0 , 0 , 0.0 , 0
23rd 20:25,14 , IP , Internet Party , 175 , 0 , 0 , 0.0 , 0
23rd 20:26,6 , NAT , National Party , 412012 , 17 , 57 , 46.1 , 40
23rd 20:26,5 , LAB , Labour Party , 323482 , 15 , 45 , 36.2 , 30
23rd 20:26,7 , NZF , New Zealand First Party , 63542 , 9 , 9 , 7.1 , 0
23rd 20:26,4 , GP , Green Party , 55081 , 8 , 8 , 6.2 , 0
23rd 20:26,28 , TOP , The Opportunities Party (TOP) , 17380 , 0 , 0 , 1.9 , 0
23rd 20:26,10 , MAOR , Māori Party , 9621 , 0 , 0 , 1.1 , 0
23rd 20:26,1 , ACT , ACT New Zealand , 4146 , 0 , 1 , 0.5 , 1
23rd 20:26,12 , CNSP , Conservative , 2036 , 0 , 0 , 0.2 , 0
23rd 20:26,3 , ALCP , Aotearoa Legalise Cannabis Party , 1860 , 0 , 0 , 0.2 , 0
23rd 20:26,11 , MANA , MANA , 1176 , 0 , 0 , 0.1 , 0
23rd 20:26,18 , BAN , Ban1080 , 770 , 0 , 0 , 0.1 , 0
23rd 20:26,29 , NZPP , New Zealand People's Party , 748 , 0 , 0 , 0.1 , 0
23rd 20:26,9 , UFNZ , United Future , 575 , 0 , 0 , 0.1 , 0
23rd 20:26,27 , NZOP , NZ Outdoors Party , 430 , 0 , 0 , 0.0 , 0
23rd 20:26,8 , NZDSC , Democrats for Social Credit , 294 , 0 , 0 , 0.0 , 0
23rd 20:26,14 , IP , Internet Party , 175 , 0 , 0 , 0.0 , 0
23rd 20:27,6 , NAT , National Party , 415349 , 17 , 57 , 46.1 , 40
23rd 20:27,5 , LAB , Labour Party , 325722 , 15 , 45 , 36.2 , 30
23rd 20:27,7 , NZF , New Zealand First Party , 63940 , 9 , 9 , 7.1 , 0
23rd 20:27,4 , GP , Green Party , 55674 , 8 , 8 , 6.2 , 0
23rd 20:27,28 , TOP , The Opportunities Party (TOP) , 17596 , 0 , 0 , 2.0 , 0
23rd 20:27,10 , MAOR , Māori Party , 9650 , 0 , 0 , 1.1 , 0
23rd 20:27,1 , ACT , ACT New Zealand , 4199 , 0 , 1 , 0.5 , 1
23rd 20:27,12 , CNSP , Conservative , 2052 , 0 , 0 , 0.2 , 0
23rd 20:27,3 , ALCP , Aotearoa Legalise Cannabis Party , 1867 , 0 , 0 , 0.2 , 0
23rd 20:27,11 , MANA , MANA , 1177 , 0 , 0 , 0.1 , 0
23rd 20:27,18 , BAN , Ban1080 , 776 , 0 , 0 , 0.1 , 0
23rd 20:27,29 , NZPP , New Zealand People's Party , 752 , 0 , 0 , 0.1 , 0
23rd 20:27,9 , UFNZ , United Future , 579 , 0 , 0 , 0.1 , 0
23rd 20:27,27 , NZOP , NZ Outdoors Party , 443 , 0 , 0 , 0.0 , 0
23rd 20:27,8 , NZDSC , Democrats for Social Credit , 294 , 0 , 0 , 0.0 , 0
23rd 20:27,14 , IP , Internet Party , 176 , 0 , 0 , 0.0 , 0
23rd 20:28,6 , NAT , National Party , 417495 , 17 , 57 , 46.2 , 40
23rd 20:28,5 , LAB , Labour Party , 326660 , 15 , 45 , 36.1 , 30
23rd 20:28,7 , NZF , New Zealand First Party , 64154 , 9 , 9 , 7.1 , 0
23rd 20:28,4 , GP , Green Party , 55991 , 8 , 8 , 6.2 , 0
23rd 20:28,28 , TOP , The Opportunities Party (TOP) , 17683 , 0 , 0 , 2.0 , 0
23rd 20:28,10 , MAOR , Māori Party , 9659 , 0 , 0 , 1.1 , 0
23rd 20:28,1 , ACT , ACT New Zealand , 4220 , 0 , 1 , 0.5 , 1
23rd 20:28,12 , CNSP , Conservative , 2062 , 0 , 0 , 0.2 , 0
23rd 20:28,3 , ALCP , Aotearoa Legalise Cannabis Party , 1876 , 0 , 0 , 0.2 , 0
23rd 20:28,11 , MANA , MANA , 1177 , 0 , 0 , 0.1 , 0
23rd 20:28,18 , BAN , Ban1080 , 778 , 0 , 0 , 0.1 , 0
23rd 20:28,29 , NZPP , New Zealand People's Party , 754 , 0 , 0 , 0.1 , 0
23rd 20:28,9 , UFNZ , United Future , 581 , 0 , 0 , 0.1 , 0
23rd 20:28,27 , NZOP , NZ Outdoors Party , 445 , 0 , 0 , 0.0 , 0
23rd 20:28,8 , NZDSC , Democrats for Social Credit , 295 , 0 , 0 , 0.0 , 0
23rd 20:28,14 , IP , Internet Party , 177 , 0 , 0 , 0.0 , 0
23rd 20:29,6 , NAT , National Party , 419533 , 17 , 57 , 46.2 , 40
23rd 20:29,5 , LAB , Labour Party , 327609 , 15 , 45 , 36.1 , 30
23rd 20:29,7 , NZF , New Zealand First Party , 64378 , 9 , 9 , 7.1 , 0
23rd 20:29,4 , GP , Green Party , 56093 , 8 , 8 , 6.2 , 0
23rd 20:29,28 , TOP , The Opportunities Party (TOP) , 17730 , 0 , 0 , 2.0 , 0
23rd 20:29,10 , MAOR , Māori Party , 9682 , 0 , 0 , 1.1 , 0
23rd 20:29,1 , ACT , ACT New Zealand , 4225 , 0 , 1 , 0.5 , 1
23rd 20:29,12 , CNSP , Conservative , 2070 , 0 , 0 , 0.2 , 0
23rd 20:29,3 , ALCP , Aotearoa Legalise Cannabis Party , 1885 , 0 , 0 , 0.2 , 0
23rd 20:29,11 , MANA , MANA , 1177 , 0 , 0 , 0.1 , 0
23rd 20:29,18 , BAN , Ban1080 , 781 , 0 , 0 , 0.1 , 0
23rd 20:29,29 , NZPP , New Zealand People's Party , 757 , 0 , 0 , 0.1 , 0
23rd 20:29,9 , UFNZ , United Future , 582 , 0 , 0 , 0.1 , 0
23rd 20:29,27 , NZOP , NZ Outdoors Party , 450 , 0 , 0 , 0.0 , 0
23rd 20:29,8 , NZDSC , Democrats for Social Credit , 296 , 0 , 0 , 0.0 , 0
23rd 20:29,14 , IP , Internet Party , 177 , 0 , 0 , 0.0 , 0
23rd 20:30,6 , NAT , National Party , 425545 , 17 , 57 , 46.3 , 40
23rd 20:30,5 , LAB , Labour Party , 330860 , 15 , 45 , 36.0 , 30
23rd 20:30,7 , NZF , New Zealand First Party , 65356 , 9 , 9 , 7.1 , 0
23rd 20:30,4 , GP , Green Party , 56668 , 8 , 8 , 6.2 , 0
23rd 20:30,28 , TOP , The Opportunities Party (TOP) , 17932 , 0 , 0 , 2.0 , 0
23rd 20:30,10 , MAOR , Māori Party , 9738 , 0 , 0 , 1.1 , 0
23rd 20:30,1 , ACT , ACT New Zealand , 4320 , 0 , 1 , 0.5 , 1
23rd 20:30,12 , CNSP , Conservative , 2090 , 0 , 0 , 0.2 , 0
23rd 20:30,3 , ALCP , Aotearoa Legalise Cannabis Party , 1915 , 0 , 0 , 0.2 , 0
23rd 20:30,11 , MANA , MANA , 1179 , 0 , 0 , 0.1 , 0
23rd 20:30,18 , BAN , Ban1080 , 792 , 0 , 0 , 0.1 , 0
23rd 20:30,29 , NZPP , New Zealand People's Party , 775 , 0 , 0 , 0.1 , 0
23rd 20:30,9 , UFNZ , United Future , 586 , 0 , 0 , 0.1 , 0
23rd 20:30,27 , NZOP , NZ Outdoors Party , 456 , 0 , 0 , 0.0 , 0
23rd 20:30,8 , NZDSC , Democrats for Social Credit , 303 , 0 , 0 , 0.0 , 0
23rd 20:30,14 , IP , Internet Party , 178 , 0 , 0 , 0.0 , 0
23rd 20:31,6 , NAT , National Party , 428043 , 17 , 57 , 46.4 , 40
23rd 20:31,5 , LAB , Labour Party , 332364 , 15 , 45 , 36.0 , 30
23rd 20:31,7 , NZF , New Zealand First Party , 65760 , 9 , 9 , 7.1 , 0
23rd 20:31,4 , GP , Green Party , 56841 , 8 , 8 , 6.2 , 0
23rd 20:31,28 , TOP , The Opportunities Party (TOP) , 18007 , 0 , 0 , 1.9 , 0
23rd 20:31,10 , MAOR , Māori Party , 9792 , 0 , 0 , 1.1 , 0
23rd 20:31,1 , ACT , ACT New Zealand , 4344 , 0 , 1 , 0.5 , 1
23rd 20:31,12 , CNSP , Conservative , 2100 , 0 , 0 , 0.2 , 0
23rd 20:31,3 , ALCP , Aotearoa Legalise Cannabis Party , 1928 , 0 , 0 , 0.2 , 0
23rd 20:31,11 , MANA , MANA , 1183 , 0 , 0 , 0.1 , 0
23rd 20:31,18 , BAN , Ban1080 , 805 , 0 , 0 , 0.1 , 0
23rd 20:31,29 , NZPP , New Zealand People's Party , 776 , 0 , 0 , 0.1 , 0
23rd 20:31,9 , UFNZ , United Future , 589 , 0 , 0 , 0.1 , 0
23rd 20:31,27 , NZOP , NZ Outdoors Party , 457 , 0 , 0 , 0.0 , 0
23rd 20:31,8 , NZDSC , Democrats for Social Credit , 306 , 0 , 0 , 0.0 , 0
23rd 20:31,14 , IP , Internet Party , 178 , 0 , 0 , 0.0 , 0
23rd 20:32,6 , NAT , National Party , 431424 , 17 , 57 , 46.3 , 40
23rd 20:32,5 , LAB , Labour Party , 336157 , 15 , 45 , 36.1 , 30
23rd 20:32,7 , NZF , New Zealand First Party , 66364 , 9 , 9 , 7.1 , 0
23rd 20:32,4 , GP , Green Party , 57559 , 8 , 8 , 6.2 , 0
