Day-Date,PartyID,PartySht,Party,Party Votes,Party Seats,Total Seats,Party Votes %,Candidate Seats
23rd 19:44,1 , ACT , ACT New Zealand , 2880 , 0 , 1 , 0.4 , 1
23rd 19:44,12 , CNSP , Conservative , 1469 , 0 , 0 , 0.2 , 0
23rd 19:44,3 , ALCP , Aotearoa Legalise Cannabis Party , 1293 , 0 , 0 , 0.2 , 0
23rd 19:44,11 , MANA , MANA , 811 , 0 , 0 , 0.1 , 0
23rd 19:44,29 , NZPP , New Zealand People's Party , 572 , 0 , 0 , 0.1 , 0
23rd 19:44,18 , BAN , Ban1080 , 545 , 0 , 0 , 0.1 , 0
23rd 19:44,9 , UFNZ , United Future , 424 , 0 , 0 , 0.1 , 0
23rd 19:44,27 , NZOP , NZ Outdoors Party , 312 , 0 , 0 , 0.0 , 0
23rd 19:44,8 , NZDSC , Democrats for Social Credit , 208 , 0 , 0 , 0.0 , 0
23rd 19:44,14 , IP , Internet Party , 141 , 0 , 0 , 0.0 , 0
23rd 19:45,6 , NAT , National Party , 303274 , 19 , 57 , 46.2 , 38
23rd 19:45,5 , LAB , Labour Party , 239440 , 13 , 45 , 36.5 , 32
23rd 19:45,7 , NZF , New Zealand First Party , 46242 , 9 , 9 , 7.0 , 0
23rd 19:45,4 , GP , Green Party , 39691 , 8 , 8 , 6.0 , 0
23rd 19:45,28 , TOP , The Opportunities Party (TOP) , 12616 , 0 , 0 , 1.9 , 0
23rd 19:45,10 , MAOR , Māori Party , 6629 , 0 , 0 , 1.0 , 0
23rd 19:45,1 , ACT , ACT New Zealand , 2972 , 0 , 1 , 0.5 , 1
23rd 19:45,12 , CNSP , Conservative , 1512 , 0 , 0 , 0.2 , 0
23rd 19:45,3 , ALCP , Aotearoa Legalise Cannabis Party , 1319 , 0 , 0 , 0.2 , 0
23rd 19:45,11 , MANA , MANA , 816 , 0 , 0 , 0.1 , 0
23rd 19:45,29 , NZPP , New Zealand People's Party , 589 , 0 , 0 , 0.1 , 0
23rd 19:45,18 , BAN , Ban1080 , 553 , 0 , 0 , 0.1 , 0
23rd 19:45,9 , UFNZ , United Future , 430 , 0 , 0 , 0.1 , 0
23rd 19:45,27 , NZOP , NZ Outdoors Party , 315 , 0 , 0 , 0.0 , 0
23rd 19:45,8 , NZDSC , Democrats for Social Credit , 210 , 0 , 0 , 0.0 , 0
23rd 19:45,14 , IP , Internet Party , 145 , 0 , 0 , 0.0 , 0
23rd 19:46,6 , NAT , National Party , 303274 , 19 , 57 , 46.2 , 38
23rd 19:46,5 , LAB , Labour Party , 239440 , 13 , 45 , 36.5 , 32
23rd 19:46,7 , NZF , New Zealand First Party , 46242 , 9 , 9 , 7.0 , 0
23rd 19:46,4 , GP , Green Party , 39691 , 8 , 8 , 6.0 , 0
23rd 19:46,28 , TOP , The Opportunities Party (TOP) , 12616 , 0 , 0 , 1.9 , 0
23rd 19:46,10 , MAOR , Māori Party , 6629 , 0 , 0 , 1.0 , 0
23rd 19:46,1 , ACT , ACT New Zealand , 2972 , 0 , 1 , 0.5 , 1
23rd 19:46,12 , CNSP , Conservative , 1512 , 0 , 0 , 0.2 , 0
23rd 19:46,3 , ALCP , Aotearoa Legalise Cannabis Party , 1319 , 0 , 0 , 0.2 , 0
23rd 19:46,11 , MANA , MANA , 816 , 0 , 0 , 0.1 , 0
23rd 19:46,29 , NZPP , New Zealand People's Party , 589 , 0 , 0 , 0.1 , 0
23rd 19:46,18 , BAN , Ban1080 , 553 , 0 , 0 , 0.1 , 0
23rd 19:46,9 , UFNZ , United Future , 430 , 0 , 0 , 0.1 , 0
23rd 19:46,27 , NZOP , NZ Outdoors Party , 315 , 0 , 0 , 0.0 , 0
23rd 19:46,8 , NZDSC , Democrats for Social Credit , 210 , 0 , 0 , 0.0 , 0
23rd 19:46,14 , IP , Internet Party , 145 , 0 , 0 , 0.0 , 0
23rd 19:47,6 , NAT , National Party , 309122 , 19 , 57 , 46.0 , 38
23rd 19:47,5 , LAB , Labour Party , 245474 , 13 , 45 , 36.5 , 32
23rd 19:47,7 , NZF , New Zealand First Party , 47085 , 9 , 9 , 7.0 , 0
23rd 19:47,4 , GP , Green Party , 41009 , 8 , 8 , 6.1 , 0
23rd 19:47,28 , TOP , The Opportunities Party (TOP) , 13003 , 0 , 0 , 1.9 , 0
23rd 19:47,10 , MAOR , Māori Party , 6985 , 0 , 0 , 1.0 , 0
23rd 19:47,1 , ACT , ACT New Zealand , 3069 , 0 , 1 , 0.5 , 1
23rd 19:47,12 , CNSP , Conservative , 1536 , 0 , 0 , 0.2 , 0
23rd 19:47,3 , ALCP , Aotearoa Legalise Cannabis Party , 1359 , 0 , 0 , 0.2 , 0
23rd 19:47,11 , MANA , MANA , 844 , 0 , 0 , 0.1 , 0
23rd 19:47,29 , NZPP , New Zealand People's Party , 600 , 0 , 0 , 0.1 , 0
23rd 19:47,18 , BAN , Ban1080 , 560 , 0 , 0 , 0.1 , 0
23rd 19:47,9 , UFNZ , United Future , 437 , 0 , 0 , 0.1 , 0
23rd 19:47,27 , NZOP , NZ Outdoors Party , 318 , 0 , 0 , 0.0 , 0
23rd 19:47,8 , NZDSC , Democrats for Social Credit , 223 , 0 , 0 , 0.0 , 0
23rd 19:47,14 , IP , Internet Party , 147 , 0 , 0 , 0.0 , 0
23rd 19:48,6 , NAT , National Party , 312009 , 19 , 57 , 46.0 , 38
23rd 19:48,5 , LAB , Labour Party , 248270 , 13 , 45 , 36.6 , 32
23rd 19:48,7 , NZF , New Zealand First Party , 47543 , 9 , 9 , 7.0 , 0
23rd 19:48,4 , GP , Green Party , 41463 , 8 , 8 , 6.1 , 0
23rd 19:48,28 , TOP , The Opportunities Party (TOP) , 13177 , 0 , 0 , 1.9 , 0
23rd 19:48,10 , MAOR , Māori Party , 7099 , 0 , 0 , 1.0 , 0
23rd 19:48,1 , ACT , ACT New Zealand , 3115 , 0 , 1 , 0.5 , 1
23rd 19:48,12 , CNSP , Conservative , 1548 , 0 , 0 , 0.2 , 0
23rd 19:48,3 , ALCP , Aotearoa Legalise Cannabis Party , 1376 , 0 , 0 , 0.2 , 0
23rd 19:48,11 , MANA , MANA , 860 , 0 , 0 , 0.1 , 0
23rd 19:48,29 , NZPP , New Zealand People's Party , 606 , 0 , 0 , 0.1 , 0
23rd 19:48,18 , BAN , Ban1080 , 568 , 0 , 0 , 0.1 , 0
23rd 19:48,9 , UFNZ , United Future , 446 , 0 , 0 , 0.1 , 0
23rd 19:48,27 , NZOP , NZ Outdoors Party , 321 , 0 , 0 , 0.0 , 0
23rd 19:48,8 , NZDSC , Democrats for Social Credit , 223 , 0 , 0 , 0.0 , 0
23rd 19:48,14 , IP , Internet Party , 147 , 0 , 0 , 0.0 , 0
23rd 19:49,6 , NAT , National Party , 313878 , 19 , 57 , 46.0 , 38
23rd 19:49,5 , LAB , Labour Party , 249546 , 13 , 45 , 36.5 , 32
23rd 19:49,7 , NZF , New Zealand First Party , 47893 , 9 , 9 , 7.0 , 0
23rd 19:49,4 , GP , Green Party , 41819 , 8 , 8 , 6.1 , 0
23rd 19:49,28 , TOP , The Opportunities Party (TOP) , 13246 , 0 , 0 , 1.9 , 0
23rd 19:49,10 , MAOR , Māori Party , 7124 , 0 , 0 , 1.0 , 0
23rd 19:49,1 , ACT , ACT New Zealand , 3133 , 0 , 1 , 0.5 , 1
23rd 19:49,12 , CNSP , Conservative , 1563 , 0 , 0 , 0.2 , 0
23rd 19:49,3 , ALCP , Aotearoa Legalise Cannabis Party , 1381 , 0 , 0 , 0.2 , 0
23rd 19:49,11 , MANA , MANA , 871 , 0 , 0 , 0.1 , 0
23rd 19:49,29 , NZPP , New Zealand People's Party , 607 , 0 , 0 , 0.1 , 0
23rd 19:49,18 , BAN , Ban1080 , 569 , 0 , 0 , 0.1 , 0
23rd 19:49,9 , UFNZ , United Future , 448 , 0 , 0 , 0.1 , 0
23rd 19:49,27 , NZOP , NZ Outdoors Party , 324 , 0 , 0 , 0.0 , 0
23rd 19:49,8 , NZDSC , Democrats for Social Credit , 226 , 0 , 0 , 0.0 , 0
23rd 19:49,14 , IP , Internet Party , 147 , 0 , 0 , 0.0 , 0
23rd 19:50,6 , NAT , National Party , 318865 , 19 , 57 , 46.0 , 38
23rd 19:50,5 , LAB , Labour Party , 252653 , 13 , 45 , 36.5 , 32
23rd 19:50,7 , NZF , New Zealand First Party , 48953 , 9 , 9 , 7.1 , 0
23rd 19:50,4 , GP , Green Party , 42431 , 8 , 8 , 6.1 , 0
23rd 19:50,28 , TOP , The Opportunities Party (TOP) , 13414 , 0 , 0 , 1.9 , 0
23rd 19:50,10 , MAOR , Māori Party , 7257 , 0 , 0 , 1.0 , 0
23rd 19:50,1 , ACT , ACT New Zealand , 3176 , 0 , 1 , 0.5 , 1
23rd 19:50,12 , CNSP , Conservative , 1580 , 0 , 0 , 0.2 , 0
23rd 19:50,3 , ALCP , Aotearoa Legalise Cannabis Party , 1411 , 0 , 0 , 0.2 , 0
23rd 19:50,11 , MANA , MANA , 882 , 0 , 0 , 0.1 , 0
23rd 19:50,29 , NZPP , New Zealand People's Party , 617 , 0 , 0 , 0.1 , 0
23rd 19:50,18 , BAN , Ban1080 , 578 , 0 , 0 , 0.1 , 0
23rd 19:50,9 , UFNZ , United Future , 454 , 0 , 0 , 0.1 , 0
23rd 19:50,27 , NZOP , NZ Outdoors Party , 329 , 0 , 0 , 0.0 , 0
23rd 19:50,8 , NZDSC , Democrats for Social Credit , 232 , 0 , 0 , 0.0 , 0
23rd 19:50,14 , IP , Internet Party , 148 , 0 , 0 , 0.0 , 0
23rd 19:51,6 , NAT , National Party , 322814 , 19 , 57 , 46.0 , 38
23rd 19:51,5 , LAB , Labour Party , 255416 , 13 , 45 , 36.4 , 32
23rd 19:51,7 , NZF , New Zealand First Party , 49460 , 9 , 9 , 7.1 , 0
23rd 19:51,4 , GP , Green Party , 42985 , 8 , 8 , 6.1 , 0
23rd 19:51,28 , TOP , The Opportunities Party (TOP) , 13615 , 0 , 0 , 1.9 , 0
23rd 19:51,10 , MAOR , Māori Party , 7386 , 0 , 0 , 1.1 , 0
23rd 19:51,1 , ACT , ACT New Zealand , 3229 , 0 , 1 , 0.5 , 1
23rd 19:51,12 , CNSP , Conservative , 1598 , 0 , 0 , 0.2 , 0
23rd 19:51,3 , ALCP , Aotearoa Legalise Cannabis Party , 1432 , 0 , 0 , 0.2 , 0
23rd 19:51,11 , MANA , MANA , 896 , 0 , 0 , 0.1 , 0
23rd 19:51,29 , NZPP , New Zealand People's Party , 622 , 0 , 0 , 0.1 , 0
23rd 19:51,18 , BAN , Ban1080 , 589 , 0 , 0 , 0.1 , 0
23rd 19:51,9 , UFNZ , United Future , 459 , 0 , 0 , 0.1 , 0
23rd 19:51,27 , NZOP , NZ Outdoors Party , 333 , 0 , 0 , 0.0 , 0
23rd 19:51,8 , NZDSC , Democrats for Social Credit , 235 , 0 , 0 , 0.0 , 0
23rd 19:51,14 , IP , Internet Party , 140 , 0 , 0 , 0.0 , 0
23rd 19:52,6 , NAT , National Party , 327115 , 19 , 57 , 46.0 , 38
23rd 19:52,5 , LAB , Labour Party , 259367 , 13 , 45 , 36.5 , 32
23rd 19:52,7 , NZF , New Zealand First Party , 50139 , 9 , 9 , 7.0 , 0
23rd 19:52,4 , GP , Green Party , 43620 , 8 , 8 , 6.1 , 0
23rd 19:52,28 , TOP , The Opportunities Party (TOP) , 13813 , 0 , 0 , 1.9 , 0
23rd 19:52,10 , MAOR , Māori Party , 7532 , 0 , 0 , 1.1 , 0
23rd 19:52,1 , ACT , ACT New Zealand , 3259 , 0 , 1 , 0.5 , 1
23rd 19:52,12 , CNSP , Conservative , 1619 , 0 , 0 , 0.2 , 0
23rd 19:52,3 , ALCP , Aotearoa Legalise Cannabis Party , 1460 , 0 , 0 , 0.2 , 0
23rd 19:52,11 , MANA , MANA , 902 , 0 , 0 , 0.1 , 0
23rd 19:52,29 , NZPP , New Zealand People's Party , 630 , 0 , 0 , 0.1 , 0
23rd 19:52,18 , BAN , Ban1080 , 594 , 0 , 0 , 0.1 , 0
23rd 19:52,9 , UFNZ , United Future , 465 , 0 , 0 , 0.1 , 0
23rd 19:52,27 , NZOP , NZ Outdoors Party , 334 , 0 , 0 , 0.0 , 0
23rd 19:52,8 , NZDSC , Democrats for Social Credit , 238 , 0 , 0 , 0.0 , 0
23rd 19:52,14 , IP , Internet Party , 140 , 0 , 0 , 0.0 , 0
23rd 19:53,6 , NAT , National Party , 327115 , 19 , 57 , 46.0 , 38
23rd 19:53,5 , LAB , Labour Party , 259367 , 13 , 45 , 36.5 , 32
23rd 19:53,7 , NZF , New Zealand First Party , 50139 , 9 , 9 , 7.0 , 0
23rd 19:53,4 , GP , Green Party , 43620 , 8 , 8 , 6.1 , 0
23rd 19:53,28 , TOP , The Opportunities Party (TOP) , 13813 , 0 , 0 , 1.9 , 0
23rd 19:53,10 , MAOR , Māori Party , 7532 , 0 , 0 , 1.1 , 0
23rd 19:53,1 , ACT , ACT New Zealand , 3259 , 0 , 1 , 0.5 , 1
23rd 19:53,12 , CNSP , Conservative , 1619 , 0 , 0 , 0.2 , 0
23rd 19:53,3 , ALCP , Aotearoa Legalise Cannabis Party , 1460 , 0 , 0 , 0.2 , 0
23rd 19:53,11 , MANA , MANA , 902 , 0 , 0 , 0.1 , 0
23rd 19:53,29 , NZPP , New Zealand People's Party , 630 , 0 , 0 , 0.1 , 0
23rd 19:53,18 , BAN , Ban1080 , 594 , 0 , 0 , 0.1 , 0
23rd 19:53,9 , UFNZ , United Future , 465 , 0 , 0 , 0.1 , 0
23rd 19:53,27 , NZOP , NZ Outdoors Party , 334 , 0 , 0 , 0.0 , 0
23rd 19:53,8 , NZDSC , Democrats for Social Credit , 238 , 0 , 0 , 0.0 , 0
23rd 19:53,14 , IP , Internet Party , 140 , 0 , 0 , 0.0 , 0
23rd 19:54,6 , NAT , National Party , 329352 , 19 , 57 , 46.0 , 38
23rd 19:54,5 , LAB , Labour Party , 260716 , 13 , 45 , 36.4 , 32
23rd 19:54,7 , NZF , New Zealand First Party , 50457 , 9 , 9 , 7.1 , 0
23rd 19:54,4 , GP , Green Party , 43877 , 8 , 8 , 6.1 , 0
23rd 19:54,28 , TOP , The Opportunities Party (TOP) , 13889 , 0 , 0 , 1.9 , 0
23rd 19:54,10 , MAOR , Māori Party , 7598 , 0 , 0 , 1.1 , 0
23rd 19:54,1 , ACT , ACT New Zealand , 3307 , 0 , 1 , 0.5 , 1
23rd 19:54,12 , CNSP , Conservative , 1628 , 0 , 0 , 0.2 , 0
23rd 19:54,3 , ALCP , Aotearoa Legalise Cannabis Party , 1474 , 0 , 0 , 0.2 , 0
23rd 19:54,11 , MANA , MANA , 944 , 0 , 0 , 0.1 , 0
23rd 19:54,29 , NZPP , New Zealand People's Party , 633 , 0 , 0 , 0.1 , 0
23rd 19:54,18 , BAN , Ban1080 , 598 , 0 , 0 , 0.1 , 0
23rd 19:54,9 , UFNZ , United Future , 467 , 0 , 0 , 0.1 , 0
23rd 19:54,27 , NZOP , NZ Outdoors Party , 334 , 0 , 0 , 0.0 , 0
23rd 19:54,8 , NZDSC , Democrats for Social Credit , 243 , 0 , 0 , 0.0 , 0
23rd 19:54,14 , IP , Internet Party , 142 , 0 , 0 , 0.0 , 0
23rd 19:55,6 , NAT , National Party , 333764 , 19 , 57 , 46.1 , 38
23rd 19:55,5 , LAB , Labour Party , 263350 , 13 , 45 , 36.4 , 32
23rd 19:55,7 , NZF , New Zealand First Party , 50957 , 9 , 9 , 7.0 , 0
23rd 19:55,4 , GP , Green Party , 44141 , 8 , 8 , 6.1 , 0
23rd 19:55,28 , TOP , The Opportunities Party (TOP) , 13996 , 0 , 0 , 1.9 , 0
23rd 19:55,10 , MAOR , Māori Party , 7710 , 0 , 0 , 1.1 , 0
23rd 19:55,1 , ACT , ACT New Zealand , 3341 , 0 , 1 , 0.5 , 1
23rd 19:55,12 , CNSP , Conservative , 1648 , 0 , 0 , 0.2 , 0
23rd 19:55,3 , ALCP , Aotearoa Legalise Cannabis Party , 1494 , 0 , 0 , 0.2 , 0
23rd 19:55,11 , MANA , MANA , 961 , 0 , 0 , 0.1 , 0
23rd 19:55,29 , NZPP , New Zealand People's Party , 645 , 0 , 0 , 0.1 , 0
23rd 19:55,18 , BAN , Ban1080 , 603 , 0 , 0 , 0.1 , 0
23rd 19:55,9 , UFNZ , United Future , 470 , 0 , 0 , 0.1 , 0
23rd 19:55,27 , NZOP , NZ Outdoors Party , 337 , 0 , 0 , 0.0 , 0
23rd 19:55,8 , NZDSC , Democrats for Social Credit , 244 , 0 , 0 , 0.0 , 0
23rd 19:55,14 , IP , Internet Party , 144 , 0 , 0 , 0.0 , 0
23rd 19:56,6 , NAT , National Party , 338727 , 18 , 57 , 46.2 , 39
23rd 19:56,5 , LAB , Labour Party , 266341 , 14 , 45 , 36.3 , 31
23rd 19:56,7 , NZF , New Zealand First Party , 51686 , 9 , 9 , 7.0 , 0
23rd 19:56,4 , GP , Green Party , 44575 , 8 , 8 , 6.1 , 0
23rd 19:56,28 , TOP , The Opportunities Party (TOP) , 14143 , 0 , 0 , 1.9 , 0
23rd 19:56,10 , MAOR , Māori Party , 7847 , 0 , 0 , 1.1 , 0
23rd 19:56,1 , ACT , ACT New Zealand , 3392 , 0 , 1 , 0.5 , 1
23rd 19:56,12 , CNSP , Conservative , 1668 , 0 , 0 , 0.2 , 0
23rd 19:56,3 , ALCP , Aotearoa Legalise Cannabis Party , 1515 , 0 , 0 , 0.2 , 0
23rd 19:56,11 , MANA , MANA , 971 , 0 , 0 , 0.1 , 0
23rd 19:56,29 , NZPP , New Zealand People's Party , 652 , 0 , 0 , 0.1 , 0
23rd 19:56,18 , BAN , Ban1080 , 606 , 0 , 0 , 0.1 , 0
23rd 19:56,9 , UFNZ , United Future , 477 , 0 , 0 , 0.1 , 0
23rd 19:56,27 , NZOP , NZ Outdoors Party , 342 , 0 , 0 , 0.0 , 0
23rd 19:56,8 , NZDSC , Democrats for Social Credit , 244 , 0 , 0 , 0.0 , 0
23rd 19:56,14 , IP , Internet Party , 145 , 0 , 0 , 0.0 , 0
23rd 19:57,6 , NAT , National Party , 341033 , 18 , 57 , 46.2 , 39
23rd 19:57,5 , LAB , Labour Party , 268098 , 14 , 45 , 36.3 , 31
23rd 19:57,7 , NZF , New Zealand First Party , 52349 , 9 , 9 , 7.1 , 0
23rd 19:57,4 , GP , Green Party , 44843 , 8 , 8 , 6.1 , 0
23rd 19:57,28 , TOP , The Opportunities Party (TOP) , 14213 , 0 , 0 , 1.9 , 0
23rd 19:57,10 , MAOR , Māori Party , 7997 , 0 , 0 , 1.1 , 0
23rd 19:57,1 , ACT , ACT New Zealand , 3407 , 0 , 1 , 0.5 , 1
23rd 19:57,12 , CNSP , Conservative , 1676 , 0 , 0 , 0.2 , 0
23rd 19:57,3 , ALCP , Aotearoa Legalise Cannabis Party , 1523 , 0 , 0 , 0.2 , 0
23rd 19:57,11 , MANA , MANA , 991 , 0 , 0 , 0.1 , 0
23rd 19:57,29 , NZPP , New Zealand People's Party , 656 , 0 , 0 , 0.1 , 0
23rd 19:57,18 , BAN , Ban1080 , 610 , 0 , 0 , 0.1 , 0
23rd 19:57,9 , UFNZ , United Future , 481 , 0 , 0 , 0.1 , 0
23rd 19:57,27 , NZOP , NZ Outdoors Party , 345 , 0 , 0 , 0.0 , 0
23rd 19:57,8 , NZDSC , Democrats for Social Credit , 247 , 0 , 0 , 0.0 , 0
23rd 19:57,14 , IP , Internet Party , 147 , 0 , 0 , 0.0 , 0
23rd 19:58,6 , NAT , National Party , 341475 , 18 , 57 , 46.2 , 39
23rd 19:58,5 , LAB , Labour Party , 268259 , 14 , 45 , 36.3 , 31
23rd 19:58,7 , NZF , New Zealand First Party , 52394 , 9 , 9 , 7.1 , 0
23rd 19:58,4 , GP , Green Party , 44880 , 8 , 8 , 6.1 , 0
23rd 19:58,28 , TOP , The Opportunities Party (TOP) , 14221 , 0 , 0 , 1.9 , 0
23rd 19:58,10 , MAOR , Māori Party , 8000 , 0 , 0 , 1.1 , 0
23rd 19:58,1 , ACT , ACT New Zealand , 3413 , 0 , 1 , 0.5 , 1
23rd 19:58,12 , CNSP , Conservative , 1677 , 0 , 0 , 0.2 , 0
23rd 19:58,3 , ALCP , Aotearoa Legalise Cannabis Party , 1524 , 0 , 0 , 0.2 , 0
23rd 19:58,11 , MANA , MANA , 991 , 0 , 0 , 0.1 , 0
23rd 19:58,29 , NZPP , New Zealand People's Party , 657 , 0 , 0 , 0.1 , 0
23rd 19:58,18 , BAN , Ban1080 , 610 , 0 , 0 , 0.1 , 0
23rd 19:58,9 , UFNZ , United Future , 481 , 0 , 0 , 0.1 , 0
23rd 19:58,27 , NZOP , NZ Outdoors Party , 346 , 0 , 0 , 0.0 , 0
23rd 19:58,8 , NZDSC , Democrats for Social Credit , 247 , 0 , 0 , 0.0 , 0
23rd 19:58,14 , IP , Internet Party , 147 , 0 , 0 , 0.0 , 0
23rd 19:59,6 , NAT , National Party , 343185 , 18 , 57 , 46.2 , 39
23rd 19:59,5 , LAB , Labour Party , 269932 , 14 , 45 , 36.3 , 31
23rd 19:59,7 , NZF , New Zealand First Party , 52577 , 9 , 9 , 7.1 , 0
23rd 19:59,4 , GP , Green Party , 45202 , 8 , 8 , 6.1 , 0
23rd 19:59,28 , TOP , The Opportunities Party (TOP) , 14321 , 0 , 0 , 1.9 , 0
23rd 19:59,10 , MAOR , Māori Party , 8050 , 0 , 0 , 1.1 , 0
23rd 19:59,1 , ACT , ACT New Zealand , 3431 , 0 , 1 , 0.5 , 1
23rd 19:59,12 , CNSP , Conservative , 1690 , 0 , 0 , 0.2 , 0
23rd 19:59,3 , ALCP , Aotearoa Legalise Cannabis Party , 1536 , 0 , 0 , 0.2 , 0
23rd 19:59,11 , MANA , MANA , 992 , 0 , 0 , 0.1 , 0
23rd 19:59,29 , NZPP , New Zealand People's Party , 658 , 0 , 0 , 0.1 , 0
23rd 19:59,18 , BAN , Ban1080 , 611 , 0 , 0 , 0.1 , 0
23rd 19:59,9 , UFNZ , United Future , 485 , 0 , 0 , 0.1 , 0
23rd 19:59,27 , NZOP , NZ Outdoors Party , 348 , 0 , 0 , 0.0 , 0
23rd 19:59,8 , NZDSC , Democrats for Social Credit , 247 , 0 , 0 , 0.0 , 0
23rd 19:59,14 , IP , Internet Party , 148 , 0 , 0 , 0.0 , 0
23rd 20:00,6 , NAT , National Party , 344571 , 18 , 57 , 46.1 , 39
23rd 20:00,5 , LAB , Labour Party , 271126 , 14 , 45 , 36.3 , 31
23rd 20:00,7 , NZF , New Zealand First Party , 52922 , 9 , 9 , 7.1 , 0
23rd 20:00,4 , GP , Green Party , 45370 , 8 , 8 , 6.1 , 0
23rd 20:00,28 , TOP , The Opportunities Party (TOP) , 14407 , 0 , 0 , 1.9 , 0
23rd 20:00,10 , MAOR , Māori Party , 8088 , 0 , 0 , 1.1 , 0
23rd 20:00,1 , ACT , ACT New Zealand , 3448 , 0 , 1 , 0.5 , 1
23rd 20:00,12 , CNSP , Conservative , 1701 , 0 , 0 , 0.2 , 0
23rd 20:00,3 , ALCP , Aotearoa Legalise Cannabis Party , 1542 , 0 , 0 , 0.2 , 0
23rd 20:00,11 , MANA , MANA , 994 , 0 , 0 , 0.1 , 0
23rd 20:00,29 , NZPP , New Zealand People's Party , 661 , 0 , 0 , 0.1 , 0
23rd 20:00,18 , BAN , Ban1080 , 614 , 0 , 0 , 0.1 , 0
23rd 20:00,9 , UFNZ , United Future , 486 , 0 , 0 , 0.1 , 0
23rd 20:00,27 , NZOP , NZ Outdoors Party , 350 , 0 , 0 , 0.0 , 0
23rd 20:00,8 , NZDSC , Democrats for Social Credit , 247 , 0 , 0 , 0.0 , 0
23rd 20:00,14 , IP , Internet Party , 148 , 0 , 0 , 0.0 , 0
23rd 20:01,6 , NAT , National Party , 349529 , 18 , 57 , 46.1 , 39
23rd 20:01,5 , LAB , Labour Party , 274917 , 14 , 45 , 36.3 , 31
23rd 20:01,7 , NZF , New Zealand First Party , 53774 , 9 , 9 , 7.1 , 0
23rd 20:01,4 , GP , Green Party , 46221 , 8 , 8 , 6.1 , 0
23rd 20:01,28 , TOP , The Opportunities Party (TOP) , 14601 , 0 , 0 , 1.9 , 0
23rd 20:01,10 , MAOR , Māori Party , 8203 , 0 , 0 , 1.1 , 0
23rd 20:01,1 , ACT , ACT New Zealand , 3495 , 0 , 1 , 0.5 , 1
23rd 20:01,12 , CNSP , Conservative , 1712 , 0 , 0 , 0.2 , 0
23rd 20:01,3 , ALCP , Aotearoa Legalise Cannabis Party , 1568 , 0 , 0 , 0.2 , 0
23rd 20:01,11 , MANA , MANA , 1004 , 0 , 0 , 0.1 , 0
23rd 20:01,29 , NZPP , New Zealand People's Party , 665 , 0 , 0 , 0.1 , 0
23rd 20:01,18 , BAN , Ban1080 , 631 , 0 , 0 , 0.1 , 0
23rd 20:01,9 , UFNZ , United Future , 488 , 0 , 0 , 0.1 , 0
23rd 20:01,27 , NZOP , NZ Outdoors Party , 352 , 0 , 0 , 0.0 , 0
23rd 20:01,8 , NZDSC , Democrats for Social Credit , 250 , 0 , 0 , 0.0 , 0
23rd 20:01,14 , IP , Internet Party , 165 , 0 , 0 , 0.0 , 0
23rd 20:02,6 , NAT , National Party , 354678 , 18 , 57 , 46.2 , 39
23rd 20:02,5 , LAB , Labour Party , 278180 , 14 , 45 , 36.2 , 31
23rd 20:02,7 , NZF , New Zealand First Party , 54575 , 9 , 9 , 7.1 , 0
23rd 20:02,4 , GP , Green Party , 46708 , 8 , 8 , 6.1 , 0
23rd 20:02,28 , TOP , The Opportunities Party (TOP) , 14777 , 0 , 0 , 1.9 , 0
23rd 20:02,10 , MAOR , Māori Party , 8300 , 0 , 0 , 1.1 , 0
23rd 20:02,1 , ACT , ACT New Zealand , 3550 , 0 , 1 , 0.5 , 1
23rd 20:02,12 , CNSP , Conservative , 1727 , 0 , 0 , 0.2 , 0
23rd 20:02,3 , ALCP , Aotearoa Legalise Cannabis Party , 1597 , 0 , 0 , 0.2 , 0
23rd 20:02,11 , MANA , MANA , 1028 , 0 , 0 , 0.1 , 0
23rd 20:02,29 , NZPP , New Zealand People's Party , 676 , 0 , 0 , 0.1 , 0
23rd 20:02,18 , BAN , Ban1080 , 637 , 0 , 0 , 0.1 , 0
23rd 20:02,9 , UFNZ , United Future , 496 , 0 , 0 , 0.1 , 0
23rd 20:02,27 , NZOP , NZ Outdoors Party , 357 , 0 , 0 , 0.0 , 0
23rd 20:02,8 , NZDSC , Democrats for Social Credit , 252 , 0 , 0 , 0.0 , 0
23rd 20:02,14 , IP , Internet Party , 165 , 0 , 0 , 0.0 , 0
23rd 20:03,6 , NAT , National Party , 354678 , 18 , 57 , 46.2 , 39
23rd 20:03,5 , LAB , Labour Party , 278180 , 14 , 45 , 36.2 , 31
23rd 20:03,7 , NZF , New Zealand First Party , 54575 , 9 , 9 , 7.1 , 0
23rd 20:03,4 , GP , Green Party , 46708 , 8 , 8 , 6.1 , 0
23rd 20:03,28 , TOP , The Opportunities Party (TOP) , 14777 , 0 , 0 , 1.9 , 0
23rd 20:03,10 , MAOR , Māori Party , 8300 , 0 , 0 , 1.1 , 0
23rd 20:03,1 , ACT , ACT New Zealand , 3550 , 0 , 1 , 0.5 , 1
23rd 20:03,12 , CNSP , Conservative , 1727 , 0 , 0 , 0.2 , 0
23rd 20:03,3 , ALCP , Aotearoa Legalise Cannabis Party , 1597 , 0 , 0 , 0.2 , 0
23rd 20:03,11 , MANA , MANA , 1028 , 0 , 0 , 0.1 , 0
23rd 20:03,29 , NZPP , New Zealand People's Party , 676 , 0 , 0 , 0.1 , 0
